time	text
01:07:23.680	 spits it up if you give her like slightly too much you pretty much have to give her a
01:07:27.680	 fourth of a cup of water and
01:07:30.680	 because it's the smallest amount of water you can give her where she won't choke herself by drinking so fast
01:07:36.680	 she just drinks she just can't help it she just drinks too fucking fast every time
01:07:42.680	 she doesn't learn
01:07:53.680	 let's do it
01:08:00.000	 I wouldn't say it's necessarily funny it's more just like
01:08:10.000	 a quirk that is
01:08:15.000	 the
01:08:36.000	 to
01:08:46.180	 the real thing yet you know what I'll do
01:08:52.180	 the
01:09:18.180	 the
01:09:22.120	 only thing of my change of I think this is my favorite
01:09:24.620	 part or bike or whatever in the game
01:09:29.620	 of
01:09:53.520	 I gotta start doing that.
01:10:00.000	 the
01:10:26.000	 I'm sure they're gonna be a good one.
01:10:28.000	 That's the prize money people fuck that turn up.
01:10:31.000	 When it's the final lap, I'm not really that concerned about coins because
01:10:44.000	 once you get like the first four, if you go from like 5-6-7-8 whatever whatever you get
01:10:49.240	 like a small, small speed boost and if you take a tighter line you're gonna save more
01:10:53.280	 speed on the final lap anyways.
01:10:55.280	 Do you even have to do a standing drift for this?
01:11:19.280	 Really dude?
01:11:23.280	 That's so easy, what the fuck?
01:12:00.000	 I like when we have this like minute-long intermission and then we have maps of like time and everyone just does random
01:12:09.020	 and then it has this
01:12:16.040	 Does your sister like lebubus? My sister doesn't know what lebubus are. I can almost guarantee it. I don't know for sure, but I can almost guarantee it
01:12:25.060	 if you ask my sister what's crummy she'd know she had no idea what the fuck you're talking about
01:12:36.060	 which is a good thing to me
01:12:50.060	 you don't know what any of that is good
01:12:55.060	 I don't know what's happening
01:13:16.060	 I actually didn't tell you what's happening
01:13:21.060	 I
01:13:23.780	 want to save this for another thing I can cut
01:13:30.780	 I wanted to use it up here
01:13:33.700	 I think I fucked up
01:13:36.180	 At least I was gonna lose my items anyways
01:13:40.780	 It's actually our
01:13:43.500	 That's unfortunate
01:13:45.780	 But I probably was gonna get like a coin in the name of
01:13:52.020	 Oh shit
01:13:55.020	 I was trying to air dodge away from the blue shell instead I just weren't ready in that guy
01:14:00.000	 I got my drift suit out.
01:14:10.000	 It's alright.
01:14:15.000	 I just got to bridge this.
01:14:28.000	 I'm not sure if I can get my drift suit out.
01:14:38.000	 What hit me?
01:14:41.000	 That was kind of weird.
01:14:50.000	 That was alright.
01:15:02.000	 Can I mention you my first time shouting on Moomin's stream?
01:15:13.000	 He immediately shouted himself and had to change his pants.
01:15:18.000	 I didn't see the Donkey Kong direct.
01:15:28.000	 I don't really want to see it that much.
01:15:33.000	 Games that I already think.
01:15:36.000	 I'm going to enjoy it and I'm going to play no matter what.
01:15:39.000	 I don't look at it in a info forum because I just want to go into the game pretty fresh.
01:15:48.000	 That game interested me enough that first video I saw that I don't really feel the need to look at a ton of info for it.
01:15:57.000	 You can talk about it.
01:16:00.000	 It's not like you're gonna spoil me or anything. It's fine. Did it look cool?
01:16:07.000	 Is it a promising video at least?
01:16:15.000	 Well that's good.
01:16:21.000	 Consistent streamer alert.
01:16:24.000	 I don't know about that consistent, but
01:16:27.000	 Definitely better than before.
01:16:30.000	 I don't know why I said oops.
01:16:34.000	 I forget which way I'm supposed to go.
01:16:39.000	 Wow that works. Holy shit.
01:16:43.000	 Oops.
01:16:46.000	 I don't know why I said oops.
01:16:50.000	 It's not like I could do anything there.
01:17:00.000	 I don't know why I'm supposed to go to the top.
01:17:07.000	 If you had a ton of mushrooms there's no way going to pass these to the fastest.
01:17:13.000	 Alright, quite good up anyway.
01:17:15.000	 I should just end up in the easiest way.
01:17:22.000	 I'm saving you.
01:17:30.000	 I don't know why I'm supposed to go to the top.
01:17:34.000	 I don't know why I'm supposed to go to the top.
01:17:42.000	 Oops.
01:17:44.000	 I don't know why I'm supposed to go to the top.
01:17:56.000	 Wait.
01:17:57.000	 I don't know why.
01:17:59.000	 I can't.
01:18:00.000	 the
01:18:17.000	 I do it I swear I get that item it doesn't really matter much though
01:18:30.000	 I'm in trouble I'll speed that up again I don't remember where I'm supposed to jump there
01:18:43.000	 Oh my god I like this map
01:19:00.000	 I think I wish my own supposed to do this so I don't know the pressure
01:19:26.000	 I mean that same like a word
01:19:33.000	 This is the one
01:19:42.000	 Whoa
01:19:47.000	 Yeah I'm playing our monitor
01:19:54.000	 Have you seen the new gap jump tech on the 180 turn on whistle-saw
01:20:00.000	 I saw, I'm pretty sure I saw, but I, and it looked insane, but I'm like trying to picture it in my head and I don't really have a good picture of it.
01:20:11.620	 I know I saw the clip though.
01:20:15.660	 All I remember is I was like, wow, that's insane, and that's gonna be so hard to hit and run.
01:20:27.040	 But, there's some crazy tricks in this game that look like they're insane and aren't as hard as it seems.
01:20:32.820	 Like the great block ruined stuff, it looks absolutely fucking nuts and it's not bad.
01:20:44.260	 I don't know what I'm supposed to do as well.
01:20:46.340	 So we're just racing like normal.
01:20:57.900	 I hate getting hit on this spiral. It's so fucking brutal.
01:21:05.900	 I already even know what your supposed to do if you hit on this spiral.
01:21:10.900	 We're just fine.
01:21:17.900	 Yeah, this guy's got a pretty good setup.
01:21:19.900	 I'm gonna get hit by this, by his best shells.
01:21:22.900	 But, I'm gonna get hit by this.
01:21:27.900	 Watch this.
01:21:48.900	 And no one can hit me.
01:21:56.900	 I'm gonna get hit by this.
01:22:00.000	 I have no idea to play this map, but it's working.
01:22:05.500	 For now.
01:22:07.000	 But if someone does know they're gonna pass me, bro.
01:22:15.000	 That happens to happen.
01:22:18.000	 I'm keeping this.
01:22:21.000	 Oh shit.
01:22:30.000	 That coin was boot protection.
01:22:32.000	 Now we got nothing.
01:22:33.000	 We're naked.
01:22:34.000	 I gotta take this tight.
01:22:35.000	 I'm only getting this tickle.
01:22:36.000	 There's probably...
01:22:37.000	 Okay good.
01:22:38.000	 I have a banana.
01:22:39.000	 So I'm safe from any red shell.
01:22:41.000	 So they shouldn't throw a red shell because it'd be a waste of the red shell.
01:22:54.000	 Yay.
01:22:56.000	 Yeah, that's a DS map.
01:23:01.000	 I started this lobby with wonky having like 300 more points to me, and now he's 200 points down.
01:23:24.000	 Dude is tilting out the face of the earth.
01:23:27.000	 Poor wonky.
01:23:32.000	 He's practicing his little tricks.
01:23:35.000	 Good for him.
01:23:38.000	 Now it's not you, bro.
01:23:40.000	 It's just some sniper.
01:23:43.000	 Eagle, thanks for so.
01:23:49.000	 But in me pointing that out, he's just gonna hit me with more shit.
01:23:52.000	 So I'm probably shouldn't have pointed it out.
01:24:00.000	 I
01:24:02.000	 Would you have like double dash 2? No, I don't like double dash that much
01:24:08.560	 I only nice thing about double dash is being able to swap items and I like how characters have like specific items
01:24:22.960	 But I probably jump in like that
01:24:25.280	 Maybe this is the card thing
01:24:42.680	 Whenever I played so I played double dash
01:24:46.120	 I don't know I came remember I like played Mario Kart 8 and then I played double dash after it and it felt like shit
01:24:55.280	 I
01:24:58.800	 Just could knock it in a hand on it controls it all it like the drift thing just feels like really loose
01:25:09.200	 It the best way I could describe it and it's
01:25:13.520	 I guess it's not exactly like this, but it's like a Mario Kart 8 when you swap from a regular cart to like inside drift
01:25:20.240	 It's like what the fuck I can't figure out how to work this thing that's what playing double dash for me clothes like
01:25:45.240	 Wow
01:25:50.240	 You know, okay, that bill me a little bit just saying it happened a little bit
01:25:56.960	 I was gonna lose that much anyways. I was thinking
01:26:00.000	 I'm not like greeting really hard saving it for a better turn. I can actually cut a cross like this one.
01:26:14.000	 That was even worth it. I like good.
01:26:30.000	 I'm not like that.
01:26:40.000	 Alright, let's think.
01:26:51.000	 Oh my god, I'm so screwed.
01:26:54.000	 I'm not a bulldozer.
01:27:00.000	 Not a bulldozer.
01:27:03.000	 Okay, at least the money cut it for us.
01:27:10.000	 I swear these things last longer like based on how far back you are or something.
01:27:16.000	 Not like position on that. Please, let me breathe this.
01:27:24.000	 I'm not like that.
01:27:44.000	 Hey, I'll take that.
01:27:54.000	 This has been pretty like I get 11th, 12th, 13th, 4th.
01:28:00.000	 15th whatever I'm avoiding like the really bad endings for the most part
01:28:10.480	 Didn't gold shrimps get used up faster if you spam them
01:28:14.640	 I'm you know
01:28:16.640	 I can't remember that being the case in the past but maybe I used to just spam them so I didn't
01:28:23.680	 Fall that at all now I'm like almost positive stimulation based but
01:28:30.480	 I
01:28:34.080	 Know they last 10 seconds that's what it feels like
01:28:39.200	 It's always been spam. Okay good that makes me feel like if that wasn't true dude
01:28:44.800	 I played Mario pretty eight like wrong for like way too long
01:29:00.000	 I played one talking about Mario credit deal loves it's like the same shit
01:29:30.480	 Is this game woke? I don't know I
01:29:35.040	 Don't think so
01:29:39.840	 I took vacation for five days in that whistle top route is totally different
01:29:46.720	 Yeah, it's crazy
01:29:49.440	 Apparently they discovered some new shit
01:29:52.640	 That's like
01:29:54.640	 Observedly difficult but saves a full second or something I saw it
01:30:00.000	 someone linked me it on squitter and I saw it and then I remember thinking it's crazy and when I think back on it, it's like I never even saw the trick
01:30:07.200	 like I if you ask me to describe it the new trick is that I'd be like I don't know if you'd like jump on something and cross a path that you shouldn't be able to
01:30:17.200	 I have no problem
01:30:19.600	 this is a really short one
01:30:30.000	 what is going on?
01:30:44.400	 oh
01:30:47.600	 I was in such a good spot of that laden didn't hit
01:30:54.400	 what the fuck is with these bombs who is placing these?
01:31:00.640	 that's good
01:31:12.640	 karma for the red shell I hit people you're supposed to hit people red shells
01:31:18.480	 some Mario Kart works
01:31:22.480	 I should have got better than 7 that star was kind of slow
01:31:30.800	 do you know coming
01:31:35.200	 it
01:31:37.200	 it
01:31:40.200	 it
01:31:44.200	 it
01:31:50.200	 it
01:31:58.200	 Red Shelzer duration base
01:32:00.000	 you hold the long to the stun, yeah there's no way that's true.
01:32:13.680	 How is there a no-king bomb bomb racer?
01:32:18.400	 I'd like him in the game more than like Pity Perona. For some reason like Nintendo was obsessed
01:32:25.680	 with putting P Perona in like their game cube games.
01:32:31.760	 You're good. Oops. I didn't mean to pick them.
01:32:38.880	 We have 22 people picking random. It's gonna pick this food set of them.
01:32:48.400	 Pity's the lamest character. Although he is really good at Mario baseball.
01:32:56.160	 The methodology for them putting in like all the weird minions is you
01:33:04.400	 unlock them when you get turned into like something by the magician guy. I forget his fucking name.
01:33:20.880	 I guess King bomb bomb isn't like a rag you know you don't turn into him so
01:33:25.200	 you're weird.
01:33:43.360	 Okay that's the fastest route good to know.
01:33:47.760	 Where did that come? What's the plot?
01:34:00.000	 if
01:34:09.380	 you don't really like the toys lately
01:34:11.780	 Oh shit.
01:34:19.780	 That's not good.
01:34:32.780	 It's like another line.
01:34:36.780	 So if I don't have a mushroom, it seems like going up top would be...
01:34:41.780	 This is gonna eat...
01:34:44.780	 Oh my god.
01:34:46.780	 I shouldn't know that that was gonna...
01:34:48.780	 Fuck me out of the way.
01:34:50.780	 That was gross, isn't it?
01:34:52.780	 I gotta get around that.
01:34:56.780	 A zero point.
01:35:10.780	 Wow.
01:35:27.780	 So far behind the lining you miss, the advantage of being in 24th is no one can lining you.
01:35:39.780	 I'm not sure if I can do that.
01:35:43.780	 I'm not sure if I can do that.
01:35:48.780	 Did a golden mushroom dog toy would go hard, but she would destroy that thing so fast.
01:35:53.780	 She annihilates toys.
01:36:00.000	 she has four toys in this bedroom that are the exact same squirrel toy. They all look the same, but she only likes one of them.
01:36:16.000	 And I keep putting them downstairs and she keeps bringing them upstairs. I'd actually play Rumble Road.
01:36:47.000	 Because they're cheap and she likes them and then she gets tired of them and then you give her a new one and she's like, oh my god.
01:36:58.000	 Well, games do you like that suck? That's a good question.
01:37:05.000	 I like some gotch games and I think gotch games is kind of suck on a certain amount.
01:37:21.000	 I don't know. I still like RPG games a lot, but I don't like how the direction for RPG games has been to streamline it.
01:37:36.000	 Sometimes I get really into like stupid convoluted MMOs or gotchas or RPGs or whatever.
01:37:44.000	 It just has some ridiculously stupid town system, but it's...
01:37:52.000	 I still like it because I can dive and do it and think of all the options and stuff. That's fun for me.
01:38:00.000	 the
01:38:26.000	 it's like a hard question to ask but pretty good
01:38:56.000	 oh my screen it looks like I broke that green shell how did that not hurt me
01:39:03.000	 a fucking feather and third
01:39:14.000	 this maps cool but i can never really remember when it ends
01:39:22.000	 he had a fucking giant mushroom oh my god he is so lucky
01:39:34.000	 that's like collusion or something it's so lucky what the fuck
01:39:38.000	 do you guys have like a secret discord for all the screen snipers and you just talk about when did pop your lightings
01:39:44.000	 or some shit i can not believe that just happened oh my god
01:39:49.000	 i tilted myself
01:39:58.000	 this dumbass bulldole
01:40:00.000	 Please okay, I may have for it. It should be okay
01:40:07.560	 All right, it would be really really bad if some of them might even right now. I swear just don't do it
01:40:17.680	 I actually don't
01:40:30.000	 I think it's pretty likely I have something to hide so
01:40:38.160	 I want to use this step
01:40:46.400	 I threw that back of this to me
01:40:53.280	 That was a lightning
01:40:55.280	 What the fuck
01:40:57.280	 Shit
01:40:59.280	 Okay, the track doesn't end. I always feel like it's like about to end there
01:41:17.240	 These lines the most worth the sight of them for the end
01:41:27.280	 Oh, I did not deserve that
01:41:46.080	 I played Runescape for 10 years and didn't do a single quest until I was 17. I just ground
01:41:54.000	 skills the entire time
01:41:56.000	 Don't you get I have I've not played a ton of runescape myself
01:42:00.000	 But isn't the experience in that game predominantly doing quests?
01:42:03.500	 Like, did you just get no experience?
01:42:23.820	 That's not a good idea.
01:42:30.000	 I'm not participating in the BrioCart turn-y thing.
01:42:46.000	 I'm not really interested in the BrioCart.
01:42:56.000	 I'm not interested in the BrioCart.
01:43:02.000	 I think the fastest way to go through those rings has got to be like straight-drip the first one.
01:43:07.000	 Then try and like beam through them, like you're like slalomying or something.
01:43:12.000	 That'd be sweet.
01:43:13.000	 Dirty Dan 25, thanks for the sub.
01:43:19.000	 What's stock should you invest in?
01:43:21.000	 I don't know.
01:43:23.000	 I think AI stuff is kind of...
01:43:36.000	 I think they're making up a lot of shit behind the closed doors.
01:43:41.000	 Just to pump the stocks.
01:43:43.000	 So I'd be careful on that scene.
01:43:47.000	 Because I don't know when the music's gonna stop.
01:43:53.000	 The smartest thing you can do is probably watch 13 F's from some really shady investors.
01:43:59.000	 Not like...
01:44:00.000	 politicians even though that might be good. They trade on really short term time basis is
01:44:05.520	 so find someone like I used to like at the 13th acid and drucking miller
01:44:11.840	 I'm just copy trade them anything that he would trade for like long periods of time.
01:44:16.320	 I worked pretty well.
01:44:30.000	 Just invest in stamps or like Pokemon cards. See as good as things. That's my
01:45:00.320	 best advice I could do.
01:45:08.640	 They're not making any more CSGO skins. You gotta get a piece of that pie before it goes away.
01:45:17.040	 Except maybe they are making more CSGO skins. I really don't place CSGO and I couldn't say it.
01:45:22.160	 Fuck, how did I get hit? I had three fucking red shells!
01:45:25.120	 Oh, I don't know the smell super well. We're just gonna hope this works.
01:46:00.000	 I should have looked behind me and hit that error guy. That was still okay.
01:46:05.560	 I feel like I'm getting all these maps where I'm like too far.
01:46:14.920	 Like I'm not actually sandbagging. I just get into a part at the end where it's like
01:46:20.240	 well, I'm in fucking last at the beginning of the third lap. You know, I'm gonna get a bunch of
01:46:25.840	 good items. But I'm not like in a great spot where like, oh yeah, you know, I've been
01:46:32.600	 sandbagging this whole time. I've maxed coins. I got the two items I exactly want. Like I'm
01:46:37.280	 ready to fucking roll.
01:46:48.640	 I played magic gathering arena for a bit. I'm gonna do one more. Let's say this championship.
01:46:55.000	 And then I'm gonna time travel some stuff just for fun.
01:47:05.000	 It's trying to be first that all times a bad strategy. It can be. I would say it's definitely not as strong as it was in Mario
01:47:16.200	 Cartade. It depends on the track. It depends on the time. Like how far you're into the race.
01:47:24.000	 It doesn't a lot of stuff.
01:47:27.000	 It doesn't have far ahead. You are like if you're barely first and like you know items.
01:47:33.000	 And there's like a ton of people breathing down your neck. It's pretty rough.
01:47:37.000	 It's a way different situation though. If you can get to like burst with like a horn or
01:47:53.000	 with a mushroom or some crazy shit.
01:48:00.000	 this map feels so much better than the shitty one in Mario's heart 8 that was in the DLC
01:48:20.640	 it's
01:48:31.360	 Pull that you can war right there.
01:48:58.860	 Please be better than what I had.
01:49:02.360	 Pretty good.
01:49:11.360	 We gotta stay away from the guys giant.
01:49:15.360	 Wow.
01:49:16.360	 Did the guy in first must be really far ahead of him.
01:49:18.360	 He's got lucky.
01:49:21.360	 That's all right.
01:49:25.360	 I'm gonna use a G-E-X soon.
01:49:27.360	 Oh, shit.
01:49:28.360	 Ice free though.
01:49:31.360	 I'm gonna use him.
01:49:37.360	 Oh, that dude I got knocked like right at the end.
01:49:40.360	 That's unfortunate.
01:49:42.360	 Slow down for that.
01:49:45.360	 I gotta just pop everything.
01:49:46.360	 It's too late.
01:50:00.000	 Come as everyone has something to say now.
01:50:08.560	 I still like that track.
01:50:14.560	 It's cool you can wall ride that. Just watch someone fail wall riding that. There was a lot of people doing it though.
01:50:24.400	 That's an interesting track.
01:50:27.520	 I kind of like it.
01:50:30.640	 I'm gonna try some stuff. That was fun though.
01:50:48.400	 I just want to see what the time is exactly at now.
01:50:56.560	 Jesus dude. He's a second and a half ahead.
01:51:00.960	 What a beast.
01:51:02.960	 Cooks on his like
01:51:05.600	 bra.
01:51:09.040	 This guy should be proud though because he actually took it to Tyler.
01:51:13.520	 I'm just gonna assume he hasn't had the time to play. Ernie's playing another map. I don't blame him.
01:51:19.360	 I want to do DK space for it.
01:51:23.040	 Where the hell is DK space for?
01:51:25.520	 Is this it? Oh wow.
01:51:35.440	 Sweet. This is my map dude.
01:51:36.800	 Warrior on this map. This is a warrior map.
01:51:39.600	 Let's go and talk about it.
01:51:47.600	 See what he's doing.
01:51:49.600	 My ass is too stupid to find shit.
01:52:00.000	 and
01:52:07.000	 what do you mean by that you mean like crazy skips and stuff it's hard man it's a collaboration
01:52:10.000	 of
01:52:15.000	 the
01:52:22.000	 of
01:52:27.000	 okay he's already doing some stuff that I'm like
01:52:30.000	 isn't he's obviously doing it like really type it like doing it in a race seems doable
01:52:34.000	 I have no idea like what you're supposed to do pass this point
01:52:40.000	 and
01:52:47.000	 that was so tight
01:52:51.000	 so he doesn't go on any of those ramps that's good to know isn't going that one
01:52:57.000	 probably mushrooms again
01:53:01.000	 he drifts into that which is kind of cool
01:53:05.000	 so you want to be on the beach
01:53:12.000	 then here I'm really curious what he does he doesn't want right at all do wall writing slower
01:53:21.000	 they fucked up designing this dude so I was doing the fastest route the entire time without realizing it
01:53:32.000	 and
01:53:39.000	 I'm from YouTube hop yo ass on whistle top no
01:54:00.000	 Let's let whistle-tops stew a little bit more, alright?
01:54:03.840	 Then once everyone's figured out all the sick new strats, I go back to it
01:54:09.000	 I don't want to grind a shit ton and then my sweet ground-down time is like
01:54:14.960	 Validated because someone comes up with some new bonkers trap
01:54:24.840	 Array, I want to watch over my time little race
01:54:30.000	 I don't know, it doesn't even seem like I really need to watch like the second half of this, but
01:54:47.000	 This watching this is good, drifting into that smart
01:55:00.000	 This is like if I'm slower than hitting it all, my path is probably going to be different
01:55:24.000	 Okay
01:55:26.000	 Reasonful, so watch the beginning like 10 seconds one more time and then I'll race
01:55:35.000	 Valriding is good there and races to avoid item ricochet
01:55:41.000	 Do you have to straight drift there to like get the wall right to hit or do you just like trick off?
01:55:50.000	 Like one of the mini ramps and then it like catches you on it automatically
01:56:00.000	 He doesn't drift there. Okay.
01:56:03.680	 I need to change the warrior card though.
01:56:08.880	 You can just trick off of it. Okay. Do you have to try to catch on the wall?
01:56:13.040	 Do you have to trick like into the wall? Or can you like trick forward and then like turn into the wall?
01:56:19.040	 I catch this. I don't know what you're saying. I'm high as fuck. Don't worry about it. Don't worry about it.
01:56:30.720	 It's going. It's going.
01:56:32.720	 Either way. Okay. Maybe if like I'm on a really shitty run. I'll just experiment with that part and just like fuck around with it.
01:56:46.640	 Let's race.
01:56:49.200	 I forget to do this trick on this. I know I just watched it.
01:57:07.040	 Okay. It starts drifting there.
01:57:09.520	 Restart.
01:57:14.240	 Is this Mario Kart Wii Logan?
01:57:16.880	 The legendary?
01:57:33.760	 He goes a little wider.
01:57:36.720	 You should learn from YouTube videos Ghosts instead. I'm not sure what you mean. This is
01:57:48.160	 fine though. It's pretty convenient. I'll figure it out. Eventually.
01:58:00.000	 I know how to do this.
01:58:10.320	 Do you know what?
01:58:11.320	 You are sleeping in like the most un-possibly uncomfortable position for both of us.
01:58:20.880	 Don't forget to flap your wings.
01:58:35.520	 I need a wall right there.
01:58:36.640	 I'm never gonna make it.
01:58:42.040	 That was close.
01:58:47.240	 That person wrote Rizz and then got timed out instantly.
01:59:05.240	 Oh, I see what he's doing.
01:59:15.720	 He's drifting, but he's not.
01:59:17.800	 He's still tricks on the edge.
01:59:19.680	 I wasn't doing that.
01:59:20.680	 I forgot about that.
01:59:27.000	 I did the same clock in the state.
01:59:37.760	 Let's try it again.
01:59:44.240	 Close.
01:59:46.800	 They're only the wall right there.
02:00:00.000	 this is going to be like impossible to do in a race though
02:00:10.000	 because you do a turn like that and people are just going to hit you like once you start making your curve
02:00:19.000	 okay you actually don't want to lie it that's fucked up never mind no more wallride
02:00:24.000	 do that makes it so much harder you don't want to touch it at all
02:00:36.000	 oh full
02:00:55.000	 I want to see exactly where he starts the turn
02:01:01.000	 that was perfect there we go I just got to do that every time
02:01:05.000	 I'm not sure if you can see that
02:01:21.000	 okay I'm a pretty easy method to do this I think
02:01:26.000	 so you line up you see that crane
02:01:29.000	 you line up with the crane oops I actually much more fucked
02:01:35.000	 then you start the drift and then you like don't even touch the analog stick for like a second
02:01:42.000	 so like you start your left drift like oh now you start the turn like way later
02:01:51.000	 I don't know what the visual key is exactly that's
02:02:00.000	 Now it's kind of off now.
02:02:05.000	 I thought I had it.
02:02:08.000	 Never mind.
02:02:09.000	 Strat doesn't work.
02:02:10.000	 It's close though.
02:02:15.000	 It's really close.
02:02:23.000	 See that time it works, but not perfectly, and I didn't like it with the analog stick.
02:02:29.000	 I like had to pull back on it.
02:02:36.000	 Damn.
02:02:50.000	 I didn't do the jump.
02:02:57.000	 Oh shit.
02:03:04.000	 I'm going to continue.
02:03:09.000	 I don't totally remember what he does.
02:03:20.000	 I don't remember what he does here either.
02:03:22.000	 He like does, I don't even think he drifts.
02:03:25.000	 I think he just does like that.
02:03:32.000	 Yeah, like that.
02:03:40.000	 We're going to restart.
02:03:42.000	 If I can keep up with him a little bit on the first turn, it'll be easier to do.
02:03:54.000	 He'll remember what he's doing.
02:04:00.000	 the
02:04:10.180	 fuck I want way too wide
02:04:12.780	 the weird
02:04:18.280	 and
02:04:28.280	 this does feel like something though that if I were to practice it a while I could get it every time
02:04:38.280	 I think it's a good idea.
02:04:43.280	 It doesn't feel like the beginning whistle top shit which is like a
02:04:48.280	 it's
02:04:51.280	 a
02:04:59.280	 bad
02:05:04.280	 and
02:05:11.280	 I don't think he stays perfectly centered like right here but let me try and just go completely straight and see what happens. I think he
02:05:15.280	 tilts like a little bit like seas ghost. He's like a little
02:05:20.280	 and he ends up like slightly ahead but it's really like marginal.
02:05:27.280	 I think it's because when you go straight down here you see what kind of curbsy a little bit. I think you lose like a tiny amount of speed doing that.
02:05:33.280	 I think
02:05:40.280	 I think
02:05:48.280	 I think
02:05:52.280	 I think
02:05:57.280	 I think
02:06:00.000	 man he gets such a good angle what the fuck
02:06:10.600	 he goes like down probably doesn't matter
02:06:15.800	 he gets a way to turn there
02:06:22.200	 oh he doesn't mushroom here dude
02:06:27.000	 I'm ahead
02:06:29.000	 he does some weird drift shit which I don't understand exactly
02:06:37.000	 which is pretty fucking good considering we caught up to me
02:06:42.000	 I don't know if I can see the difference
02:06:49.000	 I don't want to keep up with them and see what he's doing
02:06:52.000	 and now he's
02:06:59.000	 now I've seen that drift thing in a different map
02:07:02.000	 they use it in great block ruins
02:07:06.000	 I should use it
02:07:12.000	 I'm going to rewind this just to see what he's doing
02:07:36.000	 okay so if you're really fast you can do that
02:07:50.000	 and he crushes this
02:07:55.000	 there's not really any secret here
02:07:57.000	 oh there's peace
02:08:00.000	 but I can use possible
02:08:04.000	 he drifts into that I remember that let me try that one more time
02:08:25.000	 then he goes across
02:08:27.000	 okay
02:08:30.000	 he's a possible drift from that outside line on the grass
02:08:40.000	 I don't know what you mean
02:08:42.000	 what even by outside line
02:08:44.000	 I'm not gonna spend a ton of time in this track
02:08:49.000	 I just wanted to see what was done
02:08:51.000	 I'll get like a pretty mediocre time
02:08:58.000	 and then move on to another map
02:09:08.000	 that's a bad line though whatever
02:09:13.000	 as a bad line,
02:09:29.080	 whatever
02:10:00.000	 Oh, you mean outside like that?
02:10:07.000	 Wait, that's for me.
02:10:15.000	 I don't know if I'm supposed to get that coin problem.
02:10:25.000	 Can't believe I didn't get hit by that, what the fuck?
02:10:29.000	 I'm gonna try again.
02:10:44.000	 Shazak, thanks for the suit.
02:10:52.000	 Honestly, I just want to switch to play GameCube games again until prime four.
02:10:57.000	 What are the gamecube games? I know it's F0GX.
02:11:02.000	 That doesn't have online matchmaking, right?
02:11:07.000	 Evan Vinny, thanks for so much.
02:11:12.000	 What does S, C, O, it's SoulColored, too? You know, the story mode, and that was pretty good.
02:11:17.000	 That's still prime of my favorite story mode for a many fighting in a replay.
02:11:27.000	 What does he go so loud?
02:11:34.000	 I'm telling you, I didn't like so space, I don't even really remember it, but I know I played it.
02:11:54.000	 You guys were just like four when that came out, so you thought it was awesome.
02:12:00.000	 the
02:12:27.000	 to oh yeah but I should. I'm gonna do it again. I never had an IQ although I wish I bought one.
02:12:45.960	 Someone once showed me a link of the Chintendo Wii, which was I assumed like a knockoff
02:12:53.000	 Nintendo Wii. But I could never find one to buy. I would totally have bought one of those.
02:13:12.680	 So you get the purple drift there.
02:13:14.680	 Does he when he lands he like drifts again or some shit? I don't know. I can do better. I want to do it one more.
02:13:33.240	 How old do you think we fucking are? Some of you are pretty old at this point.
02:13:43.720	 Even watch a while.
02:13:51.560	 I should have hit that. That would have been a really good one I think.
02:14:00.000	 so
02:14:18.980	 instead of lining up on the crane I'm lining up like in between the two ramps
02:14:22.260	 and then when I start drifting I'm holding right
02:14:26.260	 so like hold right then cut and I work decent
02:14:37.940	 just right to love
02:14:56.260	 I can't get purple day with it
02:15:01.260	 okay I did correct that time I missed every coin how is it even fucking possible
02:15:13.240	 at least I did it correctly.
02:15:15.760	 Wormy Dragon thanks for the sub.
02:15:17.960	 You think you'd wall right on that outside of the wall on the right on the second turn?
02:15:43.960	 I'm not sure if you're gonna die.
02:15:52.960	 You know I'll try.
02:15:55.960	 I mean like here.
02:16:00.000	 I don't know if you're gonna hit a pipe maybe
02:16:04.120	 If you could like straight drift on to it
02:16:09.840	 But then you'd be on the outside of the thing which makes you fly. I don't know what's called like a fly pad
02:16:16.280	 So I don't think it would be better
02:16:30.000	 I don't know I don't know if you took that up first turn like waste lower and you had more setup time you probably could
02:17:00.000	 You
02:17:14.960	 Shit
02:17:16.960	 and
02:17:31.960	 can you ask a question yeah
02:17:32.960	 will AI Stevens ever come back
02:17:35.960	 I don't think so
02:17:38.960	 there's just some guy that randomly decided to do it but he kept getting banned everywhere
02:17:42.960	 shit is real
02:18:00.000	 Hey, how is that a blivion remake?
02:18:04.560	 I like worth play
02:18:30.000	 I think I can get dripply side of it.
02:18:40.000	 Two left tricks on the second bounce pad.
02:19:00.000	 just as four runs I don't think he does left one but I could be wrong
02:19:04.800	 not really planning on collabing with anyone except
02:19:09.900	 um maybe doing Mario Kart stuff at some point
02:19:15.000	 I thought it would work what the fuck
02:19:27.500	 I mean I don't really feel like it right now and now
02:19:37.500	 I mean I don't really feel like it right now and now
02:19:45.500	 now and now
02:20:00.000	 I was bad.
02:20:27.000	 If I can finish this and not majorly fuck up anything, that doesn't count.
02:20:37.000	 I'll move onto a different map.
02:20:57.000	 I'm not sure if I can finish this.
02:21:07.000	 Damn it.
02:21:11.000	 Favorite underrated DS game? Easy answer. 999.
02:21:15.000	 I'm not sure if I can finish this.
